Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging
E85,Qik-n-EZ #52,301 S Poplar St,Junction of South Poplar Street and 4th Street,Pana,IL,62557,,217-562-2044,E,,Public - Credit card after hours,5am-12am daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,39.386204,-89.081528,2023-09-14,27428,2023-09-14 14:01:49 UTC,P,,,2005-07-15,,,,true,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Fast Stop Fuel 24 - Princeton Gas,720 N Main St,Junction of North Main Street and East Hudson Street,Princeton,IL,61356,,815-872-0706,T,2023-09-24,TEMPORARILY UNAVAILABLE (Public),24 hours daily,A Cash Checks D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,41.382223,-89.465298,2023-09-14,27429,2023-09-14 14:01:49 UTC,P,,,2005-07-15,,,,true,,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,CONVENIENCE_STORE,,,,,,"[""E40-Plus""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Qik-n-EZ #55,1101 Stevenson Dr,3 blocks east of Business Route 55 on Stevenson Drive,Springfield,IL,62703,,217-529-0002,E,,Public,24 hours daily,A Cash Checks D Debit FuelMan GasCard M V Voyager Wright_Exp,,,,,,,,,,200-9,39.757093,-89.640412,2023-09-14,27432,2023-09-14 14:01:49 UTC,P,,,2006-09-15,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,The Hometown Express,365 US Highway 6 E,,Geneseo,IL,61254,,309-944-5158,E,,Public - Credit card after hours,5am-10pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.4399,-90.15118,2023-09-14,28301,2023-09-14 14:01:49 UTC,P,,,2005-12-15,,,,false,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Speedway #1417,4032 US Highway 34,,Oswego,IL,60543,,630-551-3310,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.687679,-88.338486,2023-09-14,28307,2023-09-14 14:01:49 UTC,P,,,2005-06-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Shell - Jiffi Stop #16,1401 N 24th St,,Quincy,IL,62301,,217-223-6381,E,,Public - Credit card after hours,5:30am-10pm daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-8,39.94819,-91.37785,2023-09-14,28310,2023-09-14 14:01:49 UTC,P,,,2005-12-15,,,,false,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Qik-n-EZ #57,103 Comfort Dr,Junction of I-72 and Route 67,Jacksonville,IL,62650,,217-243-3400,E,,Public - Credit card after hours,5am-1am daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,39.691765,-90.229191,2023-09-14,28423,2023-09-14 14:01:49 UTC,P,,,2007-05-15,,,,true,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Thorntons #125,2800 Ogden Ave,,Aurora,IL,60504,,630-820-6468,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.741088,-88.246494,2023-09-14,28637,2023-09-14 14:01:49 UTC,P,,,2006-07-15,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Speedway #1419,15060 S Bell Rd,,Homer Glen,IL,60491,,708-301-2388,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.614843,-87.931122,2023-09-14,28770,2023-09-14 14:01:49 UTC,P,,,2005-12-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Piatt Service Co,427 W Marion,,Monticello,IL,61856,,217-762-2133,E,,Public - Credit card at all times,24 hours daily,A D Debit M V Wright_Exp,,,,,,,,,,200-9,40.023427,-88.575339,2023-09-14,28773,2023-09-14 14:01:49 UTC,P,,,2005-11-15,,,,true,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,,,,,,"[""E15"", ""E40-Plus""]",,,,,,,,,,,false,,,,,,,,MD,
E85,FS Fast Stop Express,1601 1st Ave,,Silvis,IL,61282,,309-792-0636,E,,Public - Credit card after hours,7am-4:30pm daily,A D M V Voyager Wright_Exp,,,,,,,,,,200-8,41.51064,-90.40627,2023-09-14,28776,2023-09-14 14:01:49 UTC,P,,,2020-01-17,,,,true,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,STANDALONE_STATION,,,,,,"[""E15"", ""E30-E35""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Fast Stop Travel Center,4 Corvette Dr,,Litchfield,IL,62056,,217-324-7114,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,39.17685,-89.67478,2023-09-14,29184,2023-09-14 14:01:49 UTC,P,,,2006-02-15,,,,true,,US,,,,Public,,public,,,TRAVEL_CENTER,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Blick & Blick Oil Inc,203 SE 5th Ave,0.5 block north of Highway 17,Aledo,IL,61231,,309-582-2012,E,,Public - Credit card after hours,7am-5pm daily,Cash D M V,,,,,,,,,,200-9,41.200666,-90.74496,2023-09-14,29430,2023-09-14 14:01:49 UTC,P,,,2006-04-15,,,,false,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,FUEL_RESELLER,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Shell,750 E Higgins Rd,,Schaumburg,IL,60173,,847-843-2424,E,,Public,24 hours daily,A Cash D Debit M V Wright_Exp,,,,,,,,,,200-8,42.04152,-88.06058,2022-11-10,29671,2023-09-01 21:34:39 UTC,P,,,2005-06-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,,
E85,Carroll Service Co,505 W Illinois Route 64,,Lanark,IL,61046,,815-493-2478,E,,Public - Credit card after hours,7:30am-5pm M-F,A Cash D M V,,,,,,,,,,GPS,42.09564673891688,-89.83950848175357,2023-09-14,29841,2023-09-14 14:01:49 UTC,P,,,2006-06-15,,,,false,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Thorntons #351,107 W Spring Creek Rd,,East Peoria,IL,61611,,309-694-1777,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,40.731988,-89.520297,2023-09-14,30034,2023-09-14 14:01:49 UTC,P,,,2006-08-15,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Gibson City Fuel 24,Illinois 9 & Illinois 54,,Gibson City,IL,60936,,217-784-4259,E,,Public - Credit card at all times,24 hours daily,A Comdata D Debit M V Wright_Exp,,,,,,,,,,GPS,40.456881,-88.369153,2023-09-14,30074,2023-09-14 14:01:49 UTC,P,,,2007-01-15,,,,true,,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,STANDALONE_STATION,,,,,,"[""E15"", ""E20-E25""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Thorntons #364,102 W Etna Rd,,Ottawa,IL,61350,,815-433-4101,E,,Public,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,GPS,41.372708,-88.836283,2023-09-14,30076,2023-09-14 14:01:49 UTC,P,,,2006-08-15,,,,true,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Woodman's Grocery,151 Hansen Blvd,,North Aurora,IL,60542,,630-723-3900  877-798-3752,T,2023-10-23,TEMPORARILY UNAVAILABLE (Public - Credit card after hours),7:15am-7:40pm M-Sun,Cash Checks D Debit,,,,,,,,,,200-8,41.804458,-88.371594,2023-09-14,30397,2023-09-14 14:01:49 UTC,P,,,2007-01-15,,,,false,,US,,,,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit après les heures d'ouverture),,public,CREDIT_CARD_AFTER_HOURS,,GROCERY,,,,,,,,,,,,,,,,,false,,,,,,,,HD,
E85,BP - Monroe Center,5534 N Limestone Rd,,Monroe Center,IL,61052,,815-393-3600,E,,Public,24 hours daily,A Cash Comdata D Debit FleetOne M TCH V Voyager Wright_Exp,,,,,,,,,,200-8,42.101168,-89.017255,2023-09-14,31787,2023-09-14 14:01:49 UTC,P,,,2007-03-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Shell - Circle K,220 W Virginia St,At the corner of W Virginia and Keith,Crystal Lake,IL,60014,,815-459-7807,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,42.22776,-88.32859,2023-09-14,32368,2023-09-14 14:01:49 UTC,P,,,2007-06-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Citgo - Aisha Wash and Fuel Island,5549 W Diversey Ave,,Chicago,IL,60639,,773-889-0241,E,,Public,24 hours daily,A Cash D Debit M V Voyager Wright_Exp,,,,,,,,,,200-9,41.930943,-87.765779,2023-09-14,32648,2023-09-14 14:01:49 UTC,P,,,2007-09-15,,,,false,,US,,,,Public,,public,,,CARWASH,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Meijer Gas #207,1800 E College Ave,,Normal,IL,61761,,309-888-0829,E,,Public,24 hours daily,A Cash Checks CREDIT D Debit M V Voyager Wright_Exp,,,,,,,,,,GPS,40.510825,-88.948469,2023-08-10,32743,2023-08-10 16:58:49 UTC,P,,,2007-11-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Mobil - North Damen Mart,2801 N Damen Ave,,Chicago,IL,60618,,773-528-0461,T,2023-04-19,TEMPORARILY UNAVAILABLE (Public - Credit card at all times),24 hours daily,A D Debit M V Voyager Wright_Exp,,,,,,,,,,200-8,41.932702,-87.67812,2023-01-10,32958,2023-02-14 15:54:11 UTC,P,,,2008-03-15,,,,false,,US,,,,TEMPORAIREMENT SUSPENDU (Public - Carte de crédit en tout temps),,public,CREDIT_CARD_ALWAYS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,Mobil - Midway,8145 S Pulaski,,Chicago,IL,60652,,773-585-8912,E,,Public,24 hours daily,A Cash D FuelMan M V Voyager Wright_Exp,,,,,,,,,,200-9,41.744262,-87.72134,2023-09-14,33072,2023-09-14 14:01:49 UTC,P,,,2008-05-15,,,,false,,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,MD,
E85,City of Chicago FS#6,10101 S Stoney Island,101st and Stony Island,Chicago,IL,60617,,,E,,Private - Government only,,,,,,,,,,,,200-9,41.710606,-87.623157,2023-09-14,33084,2023-09-14 14:01:49 UTC,LG,,,2008-06-15,,,,false,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,MD,
E85,City of Chicago FS#5,4833 W Sunnyside Ave,Sunnyside and Lamon,Chicago,IL,60630,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.962551,-87.748808,2023-09-14,33085,2023-09-14 14:01:49 UTC,LG,,,2008-06-15,,,,false,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,HD,
E85,City of Chicago FS#3,4233 W Ferdinand,Ferdinand and Tripp,Chicago,IL,60624,,,E,,Private - Government only,,,,,,,,,,,,200-9,41.889066,-87.732603,2023-09-14,33086,2023-09-14 14:01:49 UTC,LG,,,2008-06-15,,,,false,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,MD,
E85,City of Chicago FS#9,25 W 65th St,65th and State,Chicago,IL,60621,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.776439,-87.625954,2023-09-14,33087,2023-09-14 14:01:49 UTC,LG,,,2010-03-15,,,,false,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,MD,
E85,City of Chicago FS#7,10000 W Montrose Ave,O'Hare Airport,Chicago,IL,60666,,,E,,Private - Government only,,,,,,,,,,,,GPS,41.95940310555005,-87.83946993386843,2023-09-14,33088,2023-09-14 14:01:49 UTC,LG,,,2008-06-15,,,,false,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,MD,
E85,City of Chicago FS#4,3746 S Iron,Iron and 37th,Chicago,IL,60609,,,E,,Private - Government only,,,,,,,,,,,,200-8,41.826171,-87.659383,2023-09-14,33089,2023-09-14 14:01:49 UTC,LG,,,2008-10-15,,,,false,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,,,,,,,,,,,,,,HD,
CNG,City of Chicago FS#9,25 W 65th St,65th and State,Chicago,IL,60621,,,E,,Private - Government only,,,,Q,3600,,,,,,,200-8,41.776439,-87.625954,2023-09-14,33144,2023-09-14 14:01:49 UTC,LG,,,2008-07-15,,HD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,1,,50,44,,,,,,,,Q,3600,HD,,,,,,,,,,,HD,
E85,Petro Travel Plaza,900 Petro Dr,Exit 99 off of Route 39,Rochelle,IL,61068,,815-562-5922,E,,Public - Credit card after hours,24 hours daily,A Cash D M V Voyager Wright_Exp,,,,,,,,,,200-9,41.93549,-89.032205,2023-09-14,33225,2023-09-14 14:01:49 UTC,P,,,2008-07-15,,,,true,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,TRAVEL_CENTER,,,,,,"[""E15""]",,,,,,,,,,,false,,,,,,,,MD,
E85,Shell - Gages Lake,33978 N US 45,,Gages Lake,IL,60030,,847-223-9033,E,,Public - Credit card after hours,6am-9pm daily,A Cash D Debit M V Wright_Exp,,,,,,,,,,GPS,42.356644,-88.003008,2023-09-14,33246,2023-09-14 14:01:49 UTC,P,,,2008-07-15,,,,false,,US,,,,Public - Carte de crédit après les heures d'ouverture,,public,CREDIT_CARD_AFTER_HOURS,,CONVENIENCE_STORE,,,,,,,,,,,,,,,,,false,,,,,,,,,
CNG,Village of Homewood,17755 Ashland Ave,,Homewood,IL,60430,,,E,,Private - Government only,,,,B,3600,,,,,,,200-9,41.564817,-87.650402,2023-01-10,33534,2023-05-30 18:46:28 UTC,LG,,,2001-10-01,,MD,,,,US,,,,Privé - Réservé au gouvernement,,private,GOVERNMENT,,MUNI_GOV,,,,,,,,,,,,B,3600,MD,,,,,,,,,,,MD,
