Fuel_Type_Code,Station_Name,Street_Address,City,ZIP,Station_Phone,Status_Code,Groups_With_Access_Code,Access_Days_Time,EV_DC_Fast_Count,EV_Network,Provider,Geocode_Status,Latitude,Longitude,Date_Last_Confirmed,ID,Updated_At,Owner_Type_Code,Open_Date,LPG_Primary,E85_Blender_Pump,EV_Connector_Types,Access_Detail_Code,Facility_Type,CNG_Dispenser_Num,Restricted_Access,EV_Workplace_Charging,Credit,Cash,Debit,No Payment Info
ELEC,Goldmoor Inn & Resort - Tesla Destination,9001 N Sand Hill Rd,Galena,61036,815-777-3925,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.333935,-90.39675,10/6/2022,114183,1/18/2023,P,10/26/2015,False,False,J1772 TESLA,CALL,INN,0,True,True,1,1,1,1
ELEC,The Herrington Inn and Spa - Tesla Destination,15 S River Ln,Geneva,60134,630-208-7433,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.886845,-88.3038,10/6/2022,114184,1/18/2023,P,1/22/2015,False,False,J1772 TESLA,CALL,INN,0,True,True,1,1,1,1
ELEC,Delta Hotels by Marriott Chicago North Shore Suites - Tesla Destination,1400 Milwaukee Ave,Glenview,60025,847-803-9800,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.07957,-87.86544,10/6/2022,114185,1/18/2023,P,12/4/2017,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Shawnee Forest Cabins - Tesla Destination,745 Garden of Gods,Herod,62947,618-751-9926,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,37.58072,-88.36742,10/6/2022,114186,1/18/2023,P,8/7/2017,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,La Banque Hotel - Tesla Destination,2034 Ridge Rd,Homewood,60430,708-798-6000,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.56213,-87.666664,10/6/2022,114187,1/18/2023,P,1/28/2016,False,False,TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Eaglewood Resort & Spa - Tesla Destination,1401 Nordic Rd,Itasca,60143,630-773-1400,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.958134,-88.03931,10/6/2022,114189,1/18/2023,P,9/20/2017,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Pig Minds Brewing Co. - Tesla Destination,4080 Steele Dr,Machesney Park,61115,779-423-2147,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.36963,-89.01996,10/6/2022,114190,1/18/2023,P,5/8/2018,False,False,J1772 TESLA,CALL,BREWERY_DISTILLERY_WINERY,0,True,True,1,1,1,1
ELEC,Makanda Inn & Cottages - Tesla Destination,855 Old Lower Cobden Rd,Makanda,62958,618-697-7929,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,37.6108,-89.21031,10/6/2022,114191,1/18/2023,P,5/25/2017,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Comfort Suites Mount Vernon - Tesla Destination,404 S 44th St,Mt. Vernon,62864,618-244-2700,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,38.3109,-88.946785,10/6/2022,114192,1/18/2023,P,3/24/2017,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Hotel Indigo Naperville Riverwalk - Tesla Destination,120 Water St,Naperville,60540,630-778-9676,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.7707,-88.15025,10/6/2022,114193,1/18/2023,P,2/28/2018,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Wildwood Tavern - Tesla Destination,6480 W Touhy,Niles,60714,847-677-6663,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.012383,-87.78852,10/6/2022,114195,1/18/2023,P,11/17/2016,False,False,J1772 TESLA,CALL,RESTAURANT,0,True,True,1,1,1,1
ELEC,Advantage Gallery - Tesla Destination,7850 N. Milwaukee Ave,Niles,60714,847-965-4444,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.02406,-87.812996,10/6/2022,114196,1/18/2023,P,3/18/2016,False,False,TESLA,CALL,SHOPPING_CENTER,0,True,True,1,1,1,1
ELEC,My Place Hotel - North Aurora - Tesla Destination,1000 Kilbery Ln,North Aurora,60542,630-256-8485,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.81609,-88.351974,10/6/2022,114197,1/18/2023,P,8/28/2018,False,False,TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Hardware Gastro Pub - Tesla Destination,2000 W Orchard Rd,North Aurora,60542,630-299-3977,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,GPS,41.817455,-88.35081,10/6/2022,114198,1/18/2023,P,7/19/2016,False,False,J1772 TESLA,CALL,RESTAURANT,0,True,True,1,1,1,1
ELEC,Oak Brook Public Library - Tesla Destination,600 Oak Brook Rd,Oak Brook,60523,630-368-7702,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.83374,-87.93706,10/6/2022,114199,1/18/2023,P,5/17/2018,False,False,J1772 TESLA,CALL,LIBRARY,0,True,True,1,1,1,1
ELEC,Village of Oak Brook - Soccer Club Lot - Tesla Destination,700 Oak Brook Rd,Oak Brook,60523,630-368-6440,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.834286,-87.93547,10/6/2022,114200,1/18/2023,P,4/11/2018,False,False,J1772 TESLA,CALL,PARKING_LOT,0,True,True,1,1,1,1
ELEC,One Technology Plaza Paking Deck - Tesla Destination,222 SW Adams St,Peoria,61602,309-494-8850,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.69032,-89.59164,10/6/2022,114202,1/18/2023,P,4/14/2016,False,False,J1772 TESLA,CALL,PARKING_GARAGE,0,True,True,1,1,1,1
ELEC,Machine Shed Restaurant Rockford - Tesla Destination,7475 E State St,Rockford,61108,815-229-3276,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.26963,-88.97129,10/6/2022,114203,1/18/2023,P,9/5/2018,False,False,J1772 TESLA,CALL,RESTAURANT,0,True,True,1,1,1,1
ELEC,Thunder Bay Grille Rockford - Tesla Destination,7652 Potawatomi Trl,Rockford,61107,815-397-4800,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.271328,-88.96808,10/6/2022,114204,1/18/2023,P,9/5/2018,False,False,J1772 TESLA,CALL,RESTAURANT,0,True,True,1,1,1,1
ELEC,Loews Chicago O'Hare - Tesla Destination,5300 N River Rd,Rosemont,60018,847-544-5300,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.9745,-87.86295,10/6/2022,114205,1/18/2023,P,9/22/2015,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Hyatt Regency O'Hare - Tesla Destination,9300 Bryn Mawr Ave,Rosemont,60018,847-696-1234,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.981018,-87.85953,10/6/2022,114206,1/18/2023,P,9/9/2015,False,False,TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Holiday Inn Express and Suites Salem - Tesla Destination,102 Holiday Ln,Salem,62881,618-740-0913,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,GPS,38.623,-88.97042,10/6/2022,114207,1/18/2023,P,3/24/2017,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Fairfield Inn & Suites by Marriott Chicago - Tesla Destination,700 National Pkwy,Schaumburg,60173,847-541-3347,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.041363,-88.05094,10/6/2022,114208,1/18/2023,P,11/21/2017,False,False,TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Homewood Suites Chicago-Schaumburg - Tesla Destination,815 American Ln,Schaumburg,60173,847-605-0400,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,42.047577,-88.05899,10/6/2022,114209,1/18/2023,P,11/14/2017,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Four Points by Sheraton Chicago O'Hare Airport - Tesla Destination,10249 W Irving Park Rd,Schiller Park,60176,847-671-6000,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.955246,-87.88261,10/6/2022,114210,1/18/2023,P,9/20/2017,False,False,TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,Mantra by Indian Garden - Tesla Destination,9438 W Irving Park Rd,Schiller Park,60176,847-260-5777,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.954697,-87.86255,10/6/2022,114211,1/18/2023,P,3/26/2018,False,False,TESLA,CALL,RESTAURANT,0,True,True,1,1,1,1
ELEC,Waukegan National Airport - Tesla Destination,2601 W Plane Rest Dr,Waukegan,60087,847-244-0055,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,42.416878,-87.86728,10/6/2022,114213,1/18/2023,P,11/3/2017,False,False,J1772 TESLA,CALL,AIRPORT,0,True,True,1,1,1,1
ELEC,Waukegan Harbor & Marina - Tesla Destination,27 E Madison Ave,Waukegan,60185,847-244-3133,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,GPS,42.360535,-87.8251,10/6/2022,114214,1/18/2023,P,7/10/2017,False,False,J1772 TESLA,CALL,HOTEL,0,True,True,1,1,1,1
ELEC,St. Andrews Golf Club - Tesla Destination,2241 IL-59,West Chicago,60185,630-231-3100,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-8,41.922424,-88.20739,10/6/2022,114215,1/18/2023,P,11/2/2017,False,False,J1772 TESLA,CALL,REC_SPORTS_FACILITY,0,True,True,1,1,1,1
ELEC,Public Parking Lot,246 SE Vine St,Atlanta,61723,217-648-2351,E,Public,24 hours daily,0,Non-Networked,Not Applicable,GPS,40.26048,-89.23086,10/11/2022,116771,2/14/2023,P,12/1/2018,False,False,J1772,CALL,PAY_LOT,0,False,False,1,1,1,1
ELEC,Fashion Outlets of Chicago - Tesla Supercharger,5220 Fashion Outlets Way,Rosemont,60018,877-798-3752,E,Public,24 hours daily,10,Tesla,https://www.tesla.com/supercharger,GPS,41.97526,-87.86604,7/1/2023,116801,7/14/2023,P,12/1/2018,False,False,TESLA,CALL,SHOPPING_CENTER,0,True,True,1,1,1,1
ELEC,WSB DARIEN,8001 Cass Avenue,Darien,60561,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.741966,-87.97313,11/10/2023,116856,11/10/2023,Unknown,1/8/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
E85,Murphy Express,495 S Weber Rd,Romeoville,60446,815-838-5197,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,41.606598,-88.1225,9/14/2023,116862,9/14/2023,P,1/15/2019,False,True,NA,CREDIT_CARD_AFTER_HOURS,CONVENIENCE_STORE,0,False,False,0,1,1,0
ELEC,PRAIRIE STATE PRAIRIE STATE,299 S Coolidge St,Chicago Heights,60411,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.525677,-87.6398,11/10/2023,116870,11/10/2023,Unknown,1/9/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,RUSH OAKBROOK RUSH OAKBROOK 2,2011 York Rd,Oak Brook,60523,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.84957,-87.92732,11/10/2023,116883,11/10/2023,Unknown,1/9/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,CRESCENT LOT GLEN ELLYN,505 Crescent Blvd,Glen Ellyn,60137,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.876137,-88.06778,11/10/2023,117006,11/10/2023,Unknown,1/15/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Taylor Street Library and Apartments,1342 W Taylor St,Chicago,60607,888-998-2546,T,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,41.8698,-87.6605,11/10/2023,117144,11/10/2023,Unknown,1/18/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Northwestern Memorial HealthCare,425 E Erie St,Chicago,60611,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.894142,-87.617134,9/10/2021,117262,2/15/2023,P,9/20/2018,False,False,J1772,CALL,HOSPITAL,0,True,True,1,1,1,1
ELEC,Fashion Outlets of Chicago,5220 Fashion Outlets Way,Rosemont,60018,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.974953,-87.86708,11/10/2023,117323,11/10/2023,Unknown,4/17/2017,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
E85,Faststop Express - Galva,1000 SE 2nd St,Galva,61434,309-937-3369,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-8,41.16437,-90.02764,9/14/2023,117646,9/14/2023,P,1/15/2019,False,False,NA,CALL,STANDALONE_STATION,0,False,False,0,1,1,0
ELEC,B&B Auto Inc,913 Front St,McHenry,60050,815-363-7560,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,42.341618,-88.274826,10/11/2022,117866,2/14/2023,P,2/1/2019,False,False,J1772,CALL,AUTO_REPAIR,0,False,False,1,1,1,1
ELEC,Amazon Fresh at Harlem Irving Plaza,4211 North Harlem Avenue,Norridge,60706,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,41.957394,-87.80595,11/10/2023,117868,11/10/2023,Unknown,12/30/2016,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,JMM SALES,1313 Rand Rd,Des Plaines,60016,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.05035,-87.892334,11/10/2023,118046,11/10/2023,Unknown,2/16/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Whole Foods Market Park Ridge PRK,225 W. Touhy Ave,Park Ridge,60068,888-264-2208,E,Public,Less than 24 hours,0,Volta,https://voltacharging.com/,GPS,42.010582,-87.82481,11/10/2023,118519,11/10/2023,Unknown,6/1/2018,False,False,J1772,CALL,OTHER,0,False,False,1,1,1,1
ELEC,LAKE ZURICH VILLAGE HALL,70 E Main St,Lake Zurich,60047,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.19771,-88.09147,11/10/2023,121292,11/10/2023,Unknown,4/10/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,One Bennett Park,456 E Illinois St,Chicago,60611,888-998-2546,E,Public,24 hours daily,0,Blink Network,http://www.blinkcharging.com/,GPS,41.891464,-87.61634,11/9/2023,121323,11/9/2023,Unknown,4/11/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
BD,Speedway #7459,2850 Skokie Hwy,North Chicago,60064,847-473-4411,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,42.307514,-87.877235,9/14/2023,121477,9/14/2023,P,4/15/2019,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,0,0
ELEC,AAMCO EV 2020 OGDEN,2020 Ogden Ave,Lisle,60532,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.79942,-88.09316,11/10/2023,121484,11/10/2023,Unknown,4/16/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
E85,Thorntons #123,1330 W Lake St,Roselle,60172,630-893-5287,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.97019,-88.11443,9/14/2023,121505,9/14/2023,P,4/15/2019,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
ELEC,"Sams Club 8297 (Rockford, IL)",7151 Walton St,Rockford,61108,833-632-2778,E,Public,24 hours daily,4,Electrify America,https://www.electrifyamerica.com/,GPS,42.26657,-88.97829,11/10/2023,121725,11/10/2023,Unknown,4/26/2019,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,"Target T1167 - Glenview, IL",2241 Willow Rd,Glenview,60025,833-632-2778,E,Public,24 hours daily,3,Electrify America,https://www.electrifyamerica.com/,GPS,42.10326,-87.81453,11/10/2023,121729,11/10/2023,Unknown,4/26/2019,False,False,CHADEMO J1772 J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,"Target T0866 (Woodridge, IL)",2333 63rd St,Woodridge,60517,833-632-2778,E,Public,24 hours daily,3,Electrify America,https://www.electrifyamerica.com/,GPS,41.77151,-88.0381,11/10/2023,121731,11/10/2023,Unknown,4/26/2019,False,False,CHADEMO J1772 J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,"Walmart 1256 - Joliet, IL",2424 W Jefferson St,Joliet,60435,833-632-2778,E,Public,24 hours daily,4,Electrify America,https://www.electrifyamerica.com/,GPS,41.52061,-88.14111,11/10/2023,121735,11/10/2023,Unknown,4/26/2019,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Casey's Geneseo,100 E Bestor Dr,Geneseo,61254,833-632-2778,E,Public,24 hours daily,4,Electrify America,https://www.electrifyamerica.com/,GPS,41.43266,-90.15709,11/10/2023,121736,11/10/2023,Unknown,4/26/2019,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,"Walmart 3459 - Bloomington, IL",2225 W Market St,Bloomington,61705,833-632-2778,E,Public,24 hours daily,4,Electrify America,https://www.electrifyamerica.com/,GPS,40.48811,-89.04125,11/10/2023,121753,11/10/2023,Unknown,4/26/2019,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Walmart 3602 Springfield,1100 Lejune Dr,Springfield,62703,833-632-2778,E,Public,24 hours daily,4,Electrify America,https://www.electrifyamerica.com/,GPS,39.74575,-89.64086,11/10/2023,121761,11/10/2023,Unknown,9/24/2018,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Walmart 361 Collinsville,1040 Collinsville Crossing Blvd,Collinsville,62234,833-632-2778,E,Public,24 hours daily,4,Electrify America,https://www.electrifyamerica.com/,GPS,38.67575,-90.01758,11/10/2023,121778,11/10/2023,Unknown,4/26/2019,False,False,CHADEMO J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,CARLE FOUNDATIO CATF ADMIN,3310 Fields S Dr,Champaign,61822,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,40.072483,-88.30826,11/10/2023,121875,11/10/2023,Unknown,4/27/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Naval Facilities Engineering Command - Naval Training Center - Building 11,2601 E Paul Jones St,Great Lakes,60091,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,42.31341,-87.831184,2/22/2021,122081,3/11/2021,FG,2/1/2019,False,False,J1772,CALL,FED_GOV,0,True,True,1,1,1,1
ELEC,Naval Facilities Engineering Command - Naval Station Great Lakes - Building 1506,2601 E Paul Jones St,Great Lakes,60094,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,42.31515,-87.84992,2/22/2021,122082,3/11/2021,FG,2/1/2019,False,False,J1772,CALL,FED_GOV,0,True,True,1,1,1,1
ELEC,Naval Facilities Engineering Command - Naval Station Great Lakes - Building 1H,2601 E Paul Jones St,Great Lakes,60100,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,42.308056,-87.837036,2/22/2021,122083,3/11/2021,FG,2/1/2019,False,False,J1772,CALL,FED_GOV,0,True,True,1,1,1,1
ELEC,Naval Facilities Engineering Command - Naval Station Great Lakes - Building 3,2601E Paul Jones St,Great Lakes,60104,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,42.3136,-87.83765,2/22/2021,122084,3/11/2021,FG,2/1/2019,False,False,J1772,CALL,FED_GOV,0,True,True,1,1,1,1
ELEC,Naval Facilities Engineering Command - Naval Station Great Lakes - Building 68,2601 E Paul Jones St,Great Lakes,60108,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,GPS,42.31069,-87.83562,2/22/2021,122085,3/11/2021,FG,2/1/2019,False,False,J1772,CALL,FED_GOV,0,True,True,1,1,1,1
ELEC,NEWCITY - Tesla Supercharger,1457 North Halstead Ave,Chicago,60610,877-798-3752,E,Public,24 hours daily,10,Tesla,https://www.tesla.com/supercharger,GPS,41.908066,-87.646835,7/1/2023,122296,7/14/2023,P,3/1/2019,False,False,TESLA,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Uptown Station Parking Deck - Tesla Supercharger,"11 Uptown Cir, 3rd Floor",Normal,61761,877-798-3752,E,Public,24 hours daily,8,Tesla,https://www.tesla.com/supercharger,200-9,40.50856,-88.98474,7/1/2023,122339,7/14/2023,P,3/1/2019,False,False,TESLA,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Fast Park & Relax Chicago MDW - Tesla Destination,5230 S Cicero,Chicago,60638,312-754-2326,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,41.79721,-87.74639,10/6/2022,122434,1/18/2023,P,12/6/2018,False,False,J1772 TESLA,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Johnny's Italian Steakhouse - Tesla Destination,101 Holiday St,East Peoria,61611,309-692-3887,E,Public,Less than 24 hours,0,Tesla Destination,https://www.tesla.com/destination-charging,200-9,40.672955,-89.58765,10/6/2022,122436,1/18/2023,P,9/5/2018,False,False,J1772 TESLA,CALL,OTHER,0,True,True,1,1,1,1
ELEC,OAK PARK 1 LAKE FOREST 1,158 Forest Ave,Oak Park,60301,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.889317,-87.79993,11/10/2023,122669,11/10/2023,Unknown,5/9/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,HARPER COLLEGE LOT 14 UNIT,1200 Algonquin Rd,Palatine,60067,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.082653,-88.07398,11/10/2023,122874,11/10/2023,Unknown,5/18/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
CNG,Trillium,1720 W Jefferson Ave,Naperville,60540,Not Available,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.768307,-88.191536,6/14/2022,122987,5/30/2023,P,12/1/2020,False,False,NA,CALL,FLEET_GARAGE,1,False,False,1,1,1,1
ELEC,"Target T0843 - Hodgkins, IL",9250 Joliet Rd,Hodgkins,60525,833-632-2778,E,Public,24 hours daily,3,Electrify America,https://www.electrifyamerica.com/,GPS,41.78151,-87.86105,11/10/2023,123051,11/10/2023,Unknown,5/28/2019,False,False,CHADEMO J1772 J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Sloan Valve Co,10500 Seymour Ave,Franklin Park,60131,Not Available,E,Private,Less than 24 hours,0,Non-Networked,Not Applicable,200-9,41.95217,-87.8889,12/9/2021,123273,2/15/2023,P,1/1/2015,False,False,J1772,CALL,OFFICE_BLDG,0,True,True,1,1,1,1
ELEC,JLR SCHAUMBURG CPF25-SHOP 2,920 W Golf Rd,Schaumburg,60194,888-758-4389,T,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.049316,-88.10371,11/10/2023,123464,11/10/2023,Unknown,6/1/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
E85,Thorntons #5,2351 S Cicero Ave,Cicero,60804,708-222-2203,E,Public,24 hours daily,0,Non-Networked,Not Applicable,200-9,41.847607,-87.74354,9/14/2023,123490,9/14/2023,P,5/15/2019,False,False,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
ELEC,SP PLUS CORP MCCORMICK 2,2301 S Prairie Ave,Chicago,60616,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.851166,-87.62056,11/10/2023,123556,11/10/2023,Unknown,6/5/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,HF HF-1,3740 N Halsted St,Chicago,60613,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.95056,-87.649864,11/10/2023,123624,11/10/2023,Unknown,6/8/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,Lincolnwood Town Center,3333 W Touhy Ave.,Lincolnwood,60712,833-632-2778,E,Public,24 hours daily,3,Electrify America,https://www.electrifyamerica.com/,GPS,42.00976,-87.71181,11/10/2023,128501,11/10/2023,Unknown,7/14/2019,False,False,CHADEMO J1772 J1772COMBO,CALL,OTHER,0,True,True,1,1,1,1
ELEC,WHEELING METRA WEST LOT3,400 Town St,Wheeling,60090,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.136494,-87.927315,11/10/2023,143128,11/10/2023,Unknown,8/15/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,ADVOCATE GOOD SHEPHERD 2,450 W State Rte 22,Tower Lakes,60010,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.196774,-88.1737,11/10/2023,143269,11/10/2023,Unknown,8/15/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,ARBORS CONDOS ARBORS,6 Oak Creek Dr,Buffalo Grove,60089,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.140125,-87.96329,11/10/2023,143360,11/10/2023,Unknown,8/15/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,ADVOCATE GOODSAMARITAN 2,3815 Highland Ave,Downers Grove,60515,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,41.817062,-88.00847,11/10/2023,143372,11/10/2023,Unknown,8/15/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
ELEC,WOODMAN'S STORE 43 EAST,27555 IL RTE 120,Lakemoor,60051,888-758-4389,E,Public,24 hours daily,0,ChargePoint Network,http://www.chargepoint.com/,GPS,42.3301,-88.177505,11/10/2023,144209,11/10/2023,Unknown,8/30/2019,False,False,J1772,CALL,OTHER,0,True,True,1,1,1,1
E85,Casey's General Store,425 Beloit Rd,Belvidere,61008,815-544-0092,E,Public,Less than 24 hours,0,Non-Networked,Not Applicable,200-8,42.27495,-88.860664,7/11/2023,144873,7/11/2023,P,8/28/2019,False,True,NA,CALL,CONVENIENCE_STORE,0,False,False,0,1,1,0
